source_frame,timestamp_seconds,detected,class_name,confidence,x_center,y_center,width,height,x_min,y_min,x_max,y_max
254,4.237567,True,Squash-Line-Calling,0.255091,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
255,4.254250,False,,,,,,,,,,
256,4.270933,False,,,,,,,,,,
257,4.287617,True,Squash-Line-Calling,0.580985,479.000,659.000,10.000,10.000,474.000,654.000,484.000,664.000
258,4.304300,True,Squash-Line-Calling,0.638876,479.000,658.000,10.000,12.000,474.000,652.000,484.000,664.000
259,4.320983,True,Squash-Line-Calling,0.634119,479.000,657.000,10.000,10.000,474.000,652.000,484.000,662.000
260,4.337667,True,Squash-Line-Calling,0.644998,479.000,657.000,10.000,10.000,474.000,652.000,484.000,662.000
261,4.354350,True,Squash-Line-Calling,0.652489,479.000,658.000,10.000,8.000,474.000,654.000,484.000,662.000
262,4.371033,True,Squash-Line-Calling,0.634690,477.000,659.000,10.000,10.000,472.000,654.000,482.000,664.000
263,4.387717,True,Squash-Line-Calling,0.421477,477.000,661.000,10.000,10.000,472.000,656.000,482.000,666.000
264,4.404400,True,Squash-Line-Calling,0.664808,477.000,663.000,10.000,10.000,472.000,658.000,482.000,668.000
265,4.421083,True,Squash-Line-Calling,0.708138,475.000,665.000,10.000,10.000,470.000,660.000,480.000,670.000
266,4.437767,True,Squash-Line-Calling,0.718749,475.000,669.000,10.000,10.000,470.000,664.000,480.000,674.000
267,4.454450,True,Squash-Line-Calling,0.529565,474.000,673.000,12.000,10.000,468.000,668.000,480.000,678.000
268,4.471133,True,Squash-Line-Calling,0.721383,473.000,678.000,10.000,12.000,468.000,672.000,478.000,684.000
269,4.487817,True,Squash-Line-Calling,0.714437,473.000,683.000,10.000,10.000,468.000,678.000,478.000,688.000
270,4.504500,True,Squash-Line-Calling,0.582875,473.000,689.000,10.000,10.000,468.000,684.000,478.000,694.000
271,4.521183,True,Squash-Line-Calling,0.439814,471.000,695.000,10.000,10.000,466.000,690.000,476.000,700.000
272,4.537867,True,Squash-Line-Calling,0.313417,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
273,4.554550,True,Squash-Line-Calling,0.308987,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
274,4.571233,True,Squash-Line-Calling,0.301162,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
275,4.587917,True,Squash-Line-Calling,0.270433,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
276,4.604600,True,Squash-Line-Calling,0.261961,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
277,4.621283,True,Squash-Line-Calling,0.261221,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
278,4.637967,True,Squash-Line-Calling,0.258031,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
279,4.654650,False,,,,,,,,,,
280,4.671333,True,Squash-Line-Calling,0.257043,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
281,4.688017,True,Squash-Line-Calling,0.256005,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
282,4.704700,True,Squash-Line-Calling,0.250967,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
283,4.721383,True,Squash-Line-Calling,0.286926,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
284,4.738067,True,Squash-Line-Calling,0.263878,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
285,4.754750,True,Squash-Line-Calling,0.297852,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
286,4.771433,True,Squash-Line-Calling,0.276473,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
287,4.788117,True,Squash-Line-Calling,0.280214,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
288,4.804800,True,Squash-Line-Calling,0.307690,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
289,4.821483,True,Squash-Line-Calling,0.301273,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
290,4.838167,True,Squash-Line-Calling,0.321688,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
291,4.854850,True,Squash-Line-Calling,0.299850,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
292,4.871533,True,Squash-Line-Calling,0.320937,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
293,4.888217,True,Squash-Line-Calling,0.298810,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
294,4.904900,True,Squash-Line-Calling,0.295335,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
295,4.921583,False,,,,,,,,,,
296,4.938267,False,,,,,,,,,,
297,4.954950,True,Squash-Line-Calling,0.306571,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
298,4.971633,True,Squash-Line-Calling,0.309460,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
299,4.988317,True,Squash-Line-Calling,0.304900,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
300,5.005000,True,Squash-Line-Calling,0.297661,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
301,5.021683,True,Squash-Line-Calling,0.300510,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
302,5.038367,True,Squash-Line-Calling,0.300544,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
303,5.055050,True,Squash-Line-Calling,0.299657,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
304,5.071733,True,Squash-Line-Calling,0.299706,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
305,5.088417,False,,,,,,,,,,
306,5.105100,False,,,,,,,,,,
307,5.121783,False,,,,,,,,,,
308,5.138467,False,,,,,,,,,,
309,5.155150,False,,,,,,,,,,
310,5.171833,False,,,,,,,,,,
311,5.188517,False,,,,,,,,,,
312,5.205200,False,,,,,,,,,,
313,5.221883,False,,,,,,,,,,
314,5.238567,True,Squash-Line-Calling,0.272373,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
315,5.255250,False,,,,,,,,,,
316,5.271933,False,,,,,,,,,,
317,5.288617,False,,,,,,,,,,
318,5.305300,False,,,,,,,,,,
319,5.321983,False,,,,,,,,,,
320,5.338667,True,Squash-Line-Calling,0.482533,689.000,399.000,10.000,10.000,684.000,394.000,694.000,404.000
321,5.355350,True,Squash-Line-Calling,0.539263,683.000,399.000,10.000,10.000,678.000,394.000,688.000,404.000
322,5.372033,True,Squash-Line-Calling,0.462495,678.000,400.000,8.000,8.000,674.000,396.000,682.000,404.000
323,5.388717,True,Squash-Line-Calling,0.458898,672.000,400.000,8.000,8.000,668.000,396.000,676.000,404.000
324,5.405400,True,Squash-Line-Calling,0.559872,666.000,400.000,8.000,8.000,662.000,396.000,670.000,404.000
325,5.422083,True,Squash-Line-Calling,0.529320,659.000,402.000,10.000,8.000,654.000,398.000,664.000,406.000
326,5.438767,False,,,,,,,,,,
327,5.455450,True,Squash-Line-Calling,0.442922,646.000,405.000,8.000,6.000,642.000,402.000,650.000,408.000
328,5.472133,True,Squash-Line-Calling,0.617622,638.000,408.000,8.000,8.000,634.000,404.000,642.000,412.000
329,5.488817,True,Squash-Line-Calling,0.573921,630.000,410.000,8.000,8.000,626.000,406.000,634.000,414.000
330,5.505500,True,Squash-Line-Calling,0.604793,621.000,414.000,10.000,8.000,616.000,410.000,626.000,418.000
331,5.522183,True,Squash-Line-Calling,0.482496,613.000,417.000,10.000,10.000,608.000,412.000,618.000,422.000
332,5.538867,True,Squash-Line-Calling,0.600280,604.000,421.000,8.000,10.000,600.000,416.000,608.000,426.000
333,5.555550,True,Squash-Line-Calling,0.691638,594.000,426.000,8.000,8.000,590.000,422.000,598.000,430.000
334,5.572233,True,Squash-Line-Calling,0.574482,584.000,432.000,8.000,8.000,580.000,428.000,588.000,436.000
335,5.588917,True,Squash-Line-Calling,0.565591,575.000,438.000,10.000,8.000,570.000,434.000,580.000,442.000
336,5.605600,True,Squash-Line-Calling,0.627691,563.000,446.000,10.000,8.000,558.000,442.000,568.000,450.000
337,5.622283,True,Squash-Line-Calling,0.552898,552.000,454.000,8.000,8.000,548.000,450.000,556.000,458.000
338,5.638967,True,Squash-Line-Calling,0.724666,541.000,464.000,10.000,8.000,536.000,460.000,546.000,468.000
339,5.655650,True,Squash-Line-Calling,0.547761,527.000,472.000,10.000,8.000,522.000,468.000,532.000,476.000
340,5.672333,True,Squash-Line-Calling,0.594368,513.000,484.000,10.000,8.000,508.000,480.000,518.000,488.000
341,5.689017,True,Squash-Line-Calling,0.664496,499.000,495.000,10.000,10.000,494.000,490.000,504.000,500.000
342,5.705700,True,Squash-Line-Calling,0.420661,484.000,509.000,8.000,10.000,480.000,504.000,488.000,514.000
343,5.722383,True,Squash-Line-Calling,0.641100,468.000,524.000,12.000,8.000,462.000,520.000,474.000,528.000
344,5.739067,True,Squash-Line-Calling,0.716129,451.000,541.000,10.000,10.000,446.000,536.000,456.000,546.000
345,5.755750,True,Squash-Line-Calling,0.724449,431.000,558.000,14.000,12.000,424.000,552.000,438.000,564.000
346,5.772433,True,Squash-Line-Calling,0.484253,411.000,578.000,10.000,12.000,406.000,572.000,416.000,584.000
347,5.789117,True,Squash-Line-Calling,0.701738,389.000,600.000,14.000,12.000,382.000,594.000,396.000,606.000
348,5.805800,True,Squash-Line-Calling,0.740857,366.000,625.000,12.000,14.000,360.000,618.000,372.000,632.000
349,5.822483,True,Squash-Line-Calling,0.603371,340.000,653.000,12.000,14.000,334.000,646.000,346.000,660.000
350,5.839167,True,Squash-Line-Calling,0.591959,312.000,683.000,12.000,14.000,306.000,676.000,318.000,690.000
351,5.855850,True,Squash-Line-Calling,0.713732,281.000,718.000,18.000,16.000,272.000,710.000,290.000,726.000
352,5.872533,True,Squash-Line-Calling,0.358231,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
353,5.889217,True,Squash-Line-Calling,0.357057,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
354,5.905900,True,Squash-Line-Calling,0.355852,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
355,5.922583,True,Squash-Line-Calling,0.350004,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
356,5.939267,True,Squash-Line-Calling,0.438560,74.000,964.000,20.000,20.000,64.000,954.000,84.000,974.000
357,5.955950,True,Squash-Line-Calling,0.767451,17.000,1035.000,22.000,26.000,6.000,1022.000,28.000,1048.000
358,5.972633,True,Squash-Line-Calling,0.351960,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
359,5.989317,True,Squash-Line-Calling,0.353815,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
360,6.006000,True,Squash-Line-Calling,0.334151,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
361,6.022683,True,Squash-Line-Calling,0.398193,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
362,6.039367,True,Squash-Line-Calling,0.370125,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
363,6.056050,True,Squash-Line-Calling,0.404895,74.000,1018.000,16.000,16.000,66.000,1010.000,82.000,1026.000
364,6.072733,True,Squash-Line-Calling,0.440219,91.000,996.000,10.000,12.000,86.000,990.000,96.000,1002.000
365,6.089417,True,Squash-Line-Calling,0.340446,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
366,6.106100,True,Squash-Line-Calling,0.596938,138.000,950.000,16.000,16.000,130.000,942.000,146.000,958.000
367,6.122783,True,Squash-Line-Calling,0.342338,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
368,6.139467,True,Squash-Line-Calling,0.338843,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
369,6.156150,True,Squash-Line-Calling,0.345761,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
370,6.172833,True,Squash-Line-Calling,0.338110,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
371,6.189517,True,Squash-Line-Calling,0.338988,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
372,6.206200,True,Squash-Line-Calling,0.252438,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
373,6.222883,True,Squash-Line-Calling,0.324372,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
374,6.239567,True,Squash-Line-Calling,0.315854,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
375,6.256250,True,Squash-Line-Calling,0.319997,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
376,6.272933,True,Squash-Line-Calling,0.275993,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
377,6.289617,True,Squash-Line-Calling,0.559907,306.000,825.000,12.000,10.000,300.000,820.000,312.000,830.000
378,6.306300,True,Squash-Line-Calling,0.574082,318.000,820.000,12.000,8.000,312.000,816.000,324.000,824.000
379,6.322983,True,Squash-Line-Calling,0.585065,329.000,817.000,10.000,10.000,324.000,812.000,334.000,822.000
380,6.339667,True,Squash-Line-Calling,0.604074,341.000,813.000,10.000,10.000,336.000,808.000,346.000,818.000
381,6.356350,True,Squash-Line-Calling,0.653799,350.000,812.000,12.000,8.000,344.000,808.000,356.000,816.000
382,6.373033,True,Squash-Line-Calling,0.356112,361.000,812.000,10.000,8.000,356.000,808.000,366.000,816.000
383,6.389717,True,Squash-Line-Calling,0.642299,371.000,812.000,10.000,8.000,366.000,808.000,376.000,816.000
384,6.406400,True,Squash-Line-Calling,0.323999,379.000,810.000,10.000,8.000,374.000,806.000,384.000,814.000
385,6.423083,True,Squash-Line-Calling,0.307580,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
386,6.439767,True,Squash-Line-Calling,0.551260,422.000,787.000,12.000,10.000,416.000,782.000,428.000,792.000
387,6.456450,True,Squash-Line-Calling,0.593796,449.000,769.000,10.000,10.000,444.000,764.000,454.000,774.000
388,6.473133,True,Squash-Line-Calling,0.391319,475.000,754.000,10.000,8.000,470.000,750.000,480.000,758.000
389,6.489817,True,Squash-Line-Calling,0.342330,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
390,6.506500,True,Squash-Line-Calling,0.306750,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
391,6.523183,True,Squash-Line-Calling,0.322194,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
392,6.539867,True,Squash-Line-Calling,0.331773,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
393,6.556550,True,Squash-Line-Calling,0.320707,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
394,6.573233,True,Squash-Line-Calling,0.317248,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
395,6.589917,True,Squash-Line-Calling,0.330604,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
396,6.606600,True,Squash-Line-Calling,0.328109,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
397,6.623283,True,Squash-Line-Calling,0.325612,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
398,6.639967,True,Squash-Line-Calling,0.324520,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
399,6.656650,True,Squash-Line-Calling,0.333225,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
400,6.673333,True,Squash-Line-Calling,0.334353,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
401,6.690017,True,Squash-Line-Calling,0.333601,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
402,6.706700,True,Squash-Line-Calling,0.344043,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
403,6.723383,True,Squash-Line-Calling,0.345483,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
404,6.740067,True,Squash-Line-Calling,0.350072,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
405,6.756750,True,Squash-Line-Calling,0.324339,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
406,6.773433,True,Squash-Line-Calling,0.316074,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
407,6.790117,True,Squash-Line-Calling,0.331895,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
408,6.806800,True,Squash-Line-Calling,0.294396,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
409,6.823483,True,Squash-Line-Calling,0.277361,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
410,6.840167,True,Squash-Line-Calling,0.278448,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
411,6.856850,True,Squash-Line-Calling,0.284767,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
412,6.873533,True,Squash-Line-Calling,0.287639,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
413,6.890217,True,Squash-Line-Calling,0.295307,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
414,6.906900,True,Squash-Line-Calling,0.291002,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
415,6.923583,True,Squash-Line-Calling,0.300311,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
416,6.940267,False,,,,,,,,,,
417,6.956950,True,Squash-Line-Calling,0.276147,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
418,6.973633,False,,,,,,,,,,
419,6.990317,False,,,,,,,,,,
420,7.007000,False,,,,,,,,,,
421,7.023683,False,,,,,,,,,,
422,7.040367,False,,,,,,,,,,
423,7.057050,False,,,,,,,,,,
424,7.073733,True,Squash-Line-Calling,0.299319,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
425,7.090417,True,Squash-Line-Calling,0.307725,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
426,7.107100,True,Squash-Line-Calling,0.307736,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
427,7.123783,True,Squash-Line-Calling,0.299588,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
428,7.140467,True,Squash-Line-Calling,0.306913,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
429,7.157150,True,Squash-Line-Calling,0.306817,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
430,7.173833,True,Squash-Line-Calling,0.308525,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
431,7.190517,True,Squash-Line-Calling,0.311474,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
432,7.207200,True,Squash-Line-Calling,0.314990,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
433,7.223883,True,Squash-Line-Calling,0.316771,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
434,7.240567,True,Squash-Line-Calling,0.320439,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
435,7.257250,True,Squash-Line-Calling,0.320174,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
436,7.273933,True,Squash-Line-Calling,0.316753,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
437,7.290617,True,Squash-Line-Calling,0.328929,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
438,7.307300,True,Squash-Line-Calling,0.326018,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
439,7.323983,True,Squash-Line-Calling,0.325470,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
440,7.340667,True,Squash-Line-Calling,0.325705,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
441,7.357350,True,Squash-Line-Calling,0.334015,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
442,7.374033,True,Squash-Line-Calling,0.334011,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
443,7.390717,True,Squash-Line-Calling,0.338611,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
444,7.407400,True,Squash-Line-Calling,0.346603,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
445,7.424083,True,Squash-Line-Calling,0.348187,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
446,7.440767,True,Squash-Line-Calling,0.348609,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
447,7.457450,True,Squash-Line-Calling,0.333951,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
448,7.474133,True,Squash-Line-Calling,0.341763,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
449,7.490817,True,Squash-Line-Calling,0.323246,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
450,7.507500,True,Squash-Line-Calling,0.333293,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
451,7.524183,True,Squash-Line-Calling,0.335299,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
452,7.540867,True,Squash-Line-Calling,0.337405,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
453,7.557550,True,Squash-Line-Calling,0.315541,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
454,7.574233,True,Squash-Line-Calling,0.351700,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
455,7.590917,True,Squash-Line-Calling,0.331282,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
456,7.607600,True,Squash-Line-Calling,0.323378,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
457,7.624283,True,Squash-Line-Calling,0.325454,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
458,7.640967,True,Squash-Line-Calling,0.322883,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
459,7.657650,True,Squash-Line-Calling,0.318549,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
460,7.674333,True,Squash-Line-Calling,0.268380,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
461,7.691017,True,Squash-Line-Calling,0.273269,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
462,7.707700,True,Squash-Line-Calling,0.323547,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
463,7.724383,True,Squash-Line-Calling,0.342490,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
464,7.741067,True,Squash-Line-Calling,0.276924,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
465,7.757750,True,Squash-Line-Calling,0.312930,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
466,7.774433,True,Squash-Line-Calling,0.316941,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
467,7.791117,True,Squash-Line-Calling,0.264476,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
468,7.807800,True,Squash-Line-Calling,0.253545,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
469,7.824483,True,Squash-Line-Calling,0.287893,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
470,7.841167,True,Squash-Line-Calling,0.259587,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
471,7.857850,True,Squash-Line-Calling,0.265128,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
472,7.874533,True,Squash-Line-Calling,0.333622,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
473,7.891217,True,Squash-Line-Calling,0.362801,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
474,7.907900,True,Squash-Line-Calling,0.321721,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
475,7.924583,True,Squash-Line-Calling,0.335782,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
476,7.941267,True,Squash-Line-Calling,0.343117,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
477,7.957950,True,Squash-Line-Calling,0.361328,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
478,7.974633,True,Squash-Line-Calling,0.338328,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
479,7.991317,True,Squash-Line-Calling,0.343340,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
480,8.008000,True,Squash-Line-Calling,0.399403,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
481,8.024683,True,Squash-Line-Calling,0.397548,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
482,8.041367,True,Squash-Line-Calling,0.410171,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
483,8.058050,True,Squash-Line-Calling,0.424323,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
484,8.074733,True,Squash-Line-Calling,0.431744,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
485,8.091417,True,Squash-Line-Calling,0.402781,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
486,8.108100,True,Squash-Line-Calling,0.422161,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
487,8.124783,True,Squash-Line-Calling,0.425059,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
488,8.141467,True,Squash-Line-Calling,0.422167,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
489,8.158150,True,Squash-Line-Calling,0.427408,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
490,8.174833,True,Squash-Line-Calling,0.426220,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
491,8.191517,True,Squash-Line-Calling,0.422988,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
492,8.208200,True,Squash-Line-Calling,0.428035,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
493,8.224883,True,Squash-Line-Calling,0.431030,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
494,8.241567,True,Squash-Line-Calling,0.430827,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
495,8.258250,True,Squash-Line-Calling,0.435272,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
496,8.274933,True,Squash-Line-Calling,0.402438,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
497,8.291617,True,Squash-Line-Calling,0.434970,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
498,8.308300,True,Squash-Line-Calling,0.438241,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
499,8.324983,True,Squash-Line-Calling,0.435308,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
500,8.341667,True,Squash-Line-Calling,0.448797,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
501,8.358350,True,Squash-Line-Calling,0.448252,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
502,8.375033,True,Squash-Line-Calling,0.451153,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
503,8.391717,True,Squash-Line-Calling,0.459564,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
504,8.408400,True,Squash-Line-Calling,0.430838,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
505,8.425083,True,Squash-Line-Calling,0.427571,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
506,8.441767,True,Squash-Line-Calling,0.436289,833.000,22.000,10.000,12.000,828.000,16.000,838.000,28.000
507,8.458450,True,Squash-Line-Calling,0.419853,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
508,8.475133,True,Squash-Line-Calling,0.436568,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
509,8.491817,True,Squash-Line-Calling,0.437944,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
510,8.508500,True,Squash-Line-Calling,0.441334,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
511,8.525183,True,Squash-Line-Calling,0.439139,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
512,8.541867,True,Squash-Line-Calling,0.437897,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
513,8.558550,True,Squash-Line-Calling,0.398310,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
514,8.575233,True,Squash-Line-Calling,0.440339,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
515,8.591917,True,Squash-Line-Calling,0.436023,833.000,23.000,10.000,10.000,828.000,18.000,838.000,28.000
